C1,C2,H1,H2,i
33.98653513497109,33.98653513497109,3.790524488545828,3.789991806456339,33229.582
33.98653513497109,33.98653513497109,3.790524488545828,3.735325702899716,36233.215
33.98653513497109,33.98653513497109,3.777500289991921,3.789991806456339,34126.34
33.98653513497109,33.98653513497109,3.777500289991921,3.735325702899716,34682.082
33.98653513497109,33.98653513497109,3.725403495776293,-0.4192981674036868,33925.117
33.98653513497109,33.98653513497109,3.6733067015606657,3.680659599343092,35525.79
33.98653513497109,33.98653513497109,3.6602825030067594,3.735325702899716,41059.668
33.98653513497109,33.98653513497109,3.6602825030067594,3.680659599343092,50487.293
33.98653513497109,33.98653513497109,3.6602825030067594,1.00202052506853,36688.125
33.98653513497109,33.98653513497109,3.6472583044528513,3.735325702899716,34884.59
33.98653513497109,33.98653513497109,3.6472583044528513,1.00202052506853,32894.707
33.98653513497109,33.98653513497109,3.582137311683317,3.625993495786468,38162.02
33.98653513497109,33.98653513497109,2.891854788326248,2.860668045993736,34007.83
33.98653513497109,33.98653513497109,2.878830589772341,2.91533414955036,32046.979
33.98653513497109,33.98653513497109,2.878830589772341,2.860668045993736,38109.984
33.98653513497109,33.98653513497109,2.7485886042332712,2.8060019424371125,40442.402
33.98653513497109,33.98653513497109,2.7485886042332712,2.7513358388804887,33764.13
33.98653513497109,33.98653513497109,2.696491810017644,2.642003631767241,42640.21
33.98653513497109,33.98653513497109,2.683467611463737,2.696669735323865,50062.125
33.98653513497109,33.98653513497109,2.683467611463737,2.642003631767241,78816.38
33.98653513497109,33.98653513497109,2.683467611463737,2.5873375282106177,49177.01
33.98653513497109,33.98653513497109,2.6704434129098296,2.696669735323865,80960.72
33.98653513497109,33.98653513497109,2.6704434129098296,2.642003631767241,117567.65
33.98653513497109,33.98653513497109,2.6704434129098296,2.5873375282106177,65498.04
33.98653513497109,33.98653513497109,2.657419214355923,2.696669735323865,93461.336
33.98653513497109,33.98653513497109,2.657419214355923,2.642003631767241,124068.34
33.98653513497109,33.98653513497109,2.657419214355923,2.5873375282106177,59488.05
33.98653513497109,33.98653513497109,2.644395015802016,2.696669735323865,57610.906
33.98653513497109,33.98653513497109,2.644395015802016,2.642003631767241,75908.82
33.98653513497109,33.98653513497109,2.644395015802016,2.5873375282106177,34732.56
33.98653513497109,33.98653513497109,-0.1297592761801649,-0.1459676496205686,32533.355
33.98653513497109,33.98653513497109,-0.1427834747340721,-0.0913015460639448,31657.373
33.98653513497109,33.98653513497109,-0.1427834747340721,-0.1459676496205686,58460.652
33.98653513497109,33.98653513497109,-0.1427834747340721,-0.2006337531771924,47494.105
33.98653513497109,33.98653513497109,-0.1558076732879794,-0.0913015460639448,41229.09
33.98653513497109,33.98653513497109,-0.1558076732879794,-0.1459676496205686,79870.266
33.98653513497109,33.98653513497109,-0.1558076732879794,-0.2006337531771924,67553.82
33.98653513497109,33.98653513497109,-0.1688318718418866,-0.0913015460639448,33314.17
33.98653513497109,33.98653513497109,-0.1688318718418866,-0.1459676496205686,68612.72
33.98653513497109,33.98653513497109,-0.1688318718418866,-0.2006337531771924,61222.82
33.98653513497109,33.98653513497109,-0.1818560703957938,-0.1459676496205686,33390.844
33.98653513497109,33.98653513497109,-0.1818560703957938,-0.2006337531771924,33209.445
33.98653513497109,33.663205974437176,2.657419214355923,2.642003631767241,33594.16
33.98653513497109,33.663205974437176,-0.1427834747340721,-0.1459676496205686,38848.668
33.98653513497109,33.663205974437176,-0.1427834747340721,-0.2006337531771924,31502.082
33.98653513497109,33.663205974437176,-0.1558076732879794,-0.1459676496205686,53002.246
33.98653513497109,33.663205974437176,-0.1558076732879794,-0.2006337531771924,44716.66
33.98653513497109,33.663205974437176,-0.1688318718418866,-0.1459676496205686,45444.332
33.98653513497109,33.663205974437176,-0.1688318718418866,-0.2006337531771924,40514.773
33.98653513497109,13.9401271818683,3.725403495776293,6.468630880730902,33770.17
